dteday,season,yr,mnth,hr,holiday,weekday,workingday,buyer_type,Product_Type,buyers,Location
23/8/2021,3,0,8,0,0,2,1,Non-Member,A,242,Location 5
23/8/2021,3,0,8,1,0,2,1,Non-Member,D,67,Location 5
23/8/2021,3,0,8,2,0,2,1,Member,C,89,Location 1
23/8/2021,3,0,8,3,0,2,1,Non-Member,D,14,Location 4
23/8/2021,3,0,8,4,0,2,1,Member,D,314,Location 3
23/8/2021,3,0,8,5,0,2,1,Member,A,270,Location 1
23/8/2021,3,0,8,6,0,2,1,Member,F,285,Location 3
23/8/2021,3,0,8,7,0,2,1,Non-Member,F,11,Location 4
23/8/2021,3,0,8,8,0,2,1,Member,D,350,Location 1
23/8/2021,3,0,8,9,0,2,1,Member,B,113,Location 2
23/8/2021,3,0,8,10,0,2,1,Member,C,109,Location 4
23/8/2021,3,0,8,11,0,2,1,Non-Member,C,55,Location 1
23/8/2021,3,0,8,12,0,2,1,Non-Member,D,72,Location 5
23/8/2021,3,0,8,13,0,2,1,Member,A,74,Location 1
23/8/2021,3,0,8,14,0,2,1,Member,C,443,Location 1
23/8/2021,3,0,8,15,0,2,1,Member,F,472,Location 1
23/8/2021,3,0,8,16,0,2,1,Member,C,71,Location 5
23/8/2021,3,0,8,17,0,2,1,Member,E,65,Location 4
23/8/2021,3,0,8,18,0,2,1,Non-Member,C,22,Location 4
23/8/2021,3,0,8,19,0,2,1,Non-Member,F,191,Location 5
23/8/2021,3,0,8,20,0,2,1,Non-Member,D,205,Location 5
23/8/2021,3,0,8,21,0,2,1,Member,E,79,Location 4
23/8/2021,3,0,8,22,0,2,1,Member,D,13,Location 4
23/8/2021,3,0,8,23,0,2,1,Non-Member,F,220,Location 5
24/8/2021,3,0,8,0,0,3,1,Member,D,66,Location 2
24/8/2021,3,0,8,1,0,3,1,Non-Member,D,182,Location 2
24/8/2021,3,0,8,2,0,3,1,Non-Member,A,38,Location 1
24/8/2021,3,0,8,3,0,3,1,Non-Member,F,288,Location 3
24/8/2021,3,0,8,4,0,3,1,Member,D,12,Location 4
24/8/2021,3,0,8,5,0,3,1,Non-Member,A,234,Location 5
24/8/2021,3,0,8,6,0,3,1,Member,E,391,Location 1
24/8/2021,3,0,8,7,0,3,1,Member,B,81,Location 4
24/8/2021,3,0,8,8,0,3,1,Non-Member,E,173,Location 3
24/8/2021,3,0,8,9,0,3,1,Member,F,1,Location 2
24/8/2021,3,0,8,10,0,3,1,Member,D,12,Location 4
24/8/2021,3,0,8,11,0,3,1,Member,A,17,Location 4
24/8/2021,3,0,8,12,0,3,1,Member,B,29,Location 5
24/8/2021,3,0,8,13,0,3,1,Non-Member,D,78,Location 5
24/8/2021,3,0,8,14,0,3,1,Member,F,262,Location 5
24/8/2021,3,0,8,15,0,3,1,Member,A,79,Location 2
24/8/2021,3,0,8,16,0,3,1,Non-Member,A,68,Location 5
24/8/2021,3,0,8,17,0,3,1,Member,D,68,Location 5
24/8/2021,3,0,8,18,0,3,1,Member,C,361,Location 1
24/8/2021,3,0,8,19,0,3,1,Member,C,38,Location 4
24/8/2021,3,0,8,20,0,3,1,Member,F,40,Location 2
24/8/2021,3,0,8,21,0,3,1,Non-Member,C,50,Location 4
24/8/2021,3,0,8,22,0,3,1,Non-Member,C,289,Location 1
24/8/2021,3,0,8,23,0,3,1,Non-Member,B,67,Location 1
25/8/2021,3,0,8,0,0,4,1,Member,A,47,Location 1
25/8/2021,3,0,8,1,0,4,1,Non-Member,F,45,Location 3
25/8/2021,3,0,8,2,0,4,1,Member,F,205,Location 4
25/8/2021,3,0,8,3,0,4,1,Member,E,146,Location 4
25/8/2021,3,0,8,4,0,4,1,Member,E,1,Location 5
25/8/2021,3,0,8,5,0,4,1,Member,F,207,Location 1
25/8/2021,3,0,8,6,0,4,1,Member,A,18,Location 3
25/8/2021,3,0,8,7,0,4,1,Non-Member,E,116,Location 2
25/8/2021,3,0,8,8,0,4,1,Non-Member,A,41,Location 3
25/8/2021,3,0,8,9,0,4,1,Member,D,278,Location 5
25/8/2021,3,0,8,10,0,4,1,Member,B,344,Location 3
25/8/2021,3,0,8,11,0,4,1,Non-Member,B,278,Location 5
25/8/2021,3,0,8,12,0,4,1,Non-Member,D,238,Location 4
25/8/2021,3,0,8,13,0,4,1,Non-Member,D,162,Location 3
25/8/2021,3,0,8,14,0,4,1,Member,E,289,Location 3
25/8/2021,3,0,8,15,0,4,1,Member,D,287,Location 4
25/8/2021,3,0,8,16,0,4,1,Non-Member,E,170,Location 4
25/8/2021,3,0,8,17,0,4,1,Member,E,32,Location 4
25/8/2021,3,0,8,18,0,4,1,Non-Member,F,100,Location 4
25/8/2021,3,0,8,19,0,4,1,Non-Member,D,171,Location 2
25/8/2021,3,0,8,20,0,4,1,Non-Member,C,321,Location 5
25/8/2021,3,0,8,21,0,4,1,Member,B,147,Location 4
25/8/2021,3,0,8,22,0,4,1,Member,F,8,Location 4
25/8/2021,3,0,8,23,0,4,1,Member,A,346,Location 3
26/8/2021,3,0,8,0,0,5,1,Member,A,247,Location 1
26/8/2021,3,0,8,1,0,5,1,Member,C,273,Location 3
26/8/2021,3,0,8,2,0,5,1,Non-Member,D,54,Location 2
26/8/2021,3,0,8,3,0,5,1,Non-Member,C,55,Location 5
26/8/2021,3,0,8,4,0,5,1,Member,C,297,Location 2
26/8/2021,3,0,8,5,0,5,1,Non-Member,E,224,Location 4
26/8/2021,3,0,8,6,0,5,1,Member,D,123,Location 1
26/8/2021,3,0,8,7,0,5,1,Non-Member,C,321,Location 4
26/8/2021,3,0,8,8,0,5,1,Member,D,256,Location 4
26/8/2021,3,0,8,9,0,5,1,Non-Member,E,19,Location 2
26/8/2021,3,0,8,10,0,5,1,Member,A,159,Location 5
26/8/2021,3,0,8,11,0,5,1,Non-Member,B,313,Location 2
26/8/2021,3,0,8,12,0,5,1,Member,D,220,Location 2
26/8/2021,3,0,8,13,0,5,1,Member,A,138,Location 1
26/8/2021,3,0,8,14,0,5,1,Member,D,172,Location 4
26/8/2021,3,0,8,15,0,5,1,Non-Member,D,9,Location 5
26/8/2021,3,0,8,16,0,5,1,Non-Member,C,169,Location 3
26/8/2021,3,0,8,17,0,5,1,Non-Member,C,323,Location 2
26/8/2021,3,0,8,18,0,5,1,Member,D,225,Location 4
26/8/2021,3,0,8,19,0,5,1,Member,B,110,Location 1
26/8/2021,3,0,8,20,0,5,1,Member,D,86,Location 3
26/8/2021,3,0,8,21,0,5,1,Member,C,84,Location 1
26/8/2021,3,0,8,22,0,5,1,Non-Member,C,142,Location 3
26/8/2021,3,0,8,23,0,5,1,Non-Member,D,337,Location 5
27/8/2021,3,0,8,0,0,6,0,Non-Member,D,215,Location 5
27/8/2021,3,0,8,1,0,6,0,Non-Member,C,215,Location 5
27/8/2021,3,0,8,2,0,6,0,Non-Member,F,172,Location 4
27/8/2021,3,0,8,3,0,6,0,Member,B,85,Location 3
27/8/2021,3,0,8,4,0,6,0,Member,C,231,Location 2
27/8/2021,3,0,8,5,0,6,0,Member,C,237,Location 3
27/8/2021,3,0,8,6,0,6,0,Non-Member,D,344,Location 1
27/8/2021,3,0,8,7,0,6,0,Member,C,339,Location 4
27/8/2021,3,0,8,8,0,6,0,Member,C,270,Location 3
27/8/2021,3,0,8,9,0,6,0,Member,C,181,Location 2
27/8/2021,3,0,8,10,0,6,0,Member,D,197,Location 3
27/8/2021,3,0,8,11,0,6,0,Non-Member,D,238,Location 3
27/8/2021,3,0,8,12,0,6,0,Member,F,239,Location 1
27/8/2021,3,0,8,13,0,6,0,Member,F,158,Location 2
27/8/2021,3,0,8,14,0,6,0,Member,C,14,Location 4
27/8/2021,3,0,8,15,0,6,0,Non-Member,D,95,Location 2
27/8/2021,3,0,8,16,0,6,0,Member,A,341,Location 2
27/8/2021,3,0,8,17,0,6,0,Non-Member,B,348,Location 2
28/8/2021,3,0,8,7,0,0,0,Member,E,62,Location 4
28/8/2021,3,0,8,8,0,0,0,Non-Member,D,56,Location 5
28/8/2021,3,0,8,9,0,0,0,Member,D,113,Location 4
28/8/2021,3,0,8,10,0,0,0,Non-Member,B,136,Location 3
28/8/2021,3,0,8,11,0,0,0,Member,F,50,Location 1
28/8/2021,3,0,8,12,0,0,0,Member,D,61,Location 3
28/8/2021,3,0,8,13,0,0,0,Member,B,42,Location 3
28/8/2021,3,0,8,14,0,0,0,Non-Member,F,119,Location 4
28/8/2021,3,0,8,15,0,0,0,Non-Member,F,84,Location 2
28/8/2021,3,0,8,16,0,0,0,Non-Member,E,102,Location 1
28/8/2021,3,0,8,17,0,0,0,Non-Member,D,144,Location 3
28/8/2021,3,0,8,18,0,0,0,Member,B,125,Location 1
28/8/2021,3,0,8,19,0,0,0,Non-Member,F,130,Location 2
28/8/2021,3,0,8,20,0,0,0,Member,C,89,Location 2
28/8/2021,3,0,8,21,0,0,0,Member,B,114,Location 2
28/8/2021,3,0,8,22,0,0,0,Non-Member,C,73,Location 5
28/8/2021,3,0,8,23,0,0,0,Member,A,75,Location 4
29/8/2021,3,0,8,0,0,1,1,Non-Member,A,285,Location 3
29/8/2021,3,0,8,1,0,1,1,Member,A,149,Location 3
29/8/2021,3,0,8,2,0,1,1,Member,A,137,Location 1
29/8/2021,3,0,8,3,0,1,1,Member,A,62,Location 1
29/8/2021,3,0,8,4,0,1,1,Member,C,16,Location 4
29/8/2021,3,0,8,5,0,1,1,Member,F,208,Location 1
29/8/2021,3,0,8,6,0,1,1,Member,D,30,Location 2
29/8/2021,3,0,8,7,0,1,1,Member,F,173,Location 3
29/8/2021,3,0,8,8,0,1,1,Non-Member,A,15,Location 1
29/8/2021,3,0,8,9,0,1,1,Member,D,112,Location 4
29/8/2021,3,0,8,10,0,1,1,Non-Member,D,276,Location 1
29/8/2021,3,0,8,11,0,1,1,Member,F,68,Location 4
29/8/2021,3,0,8,12,0,1,1,Member,B,30,Location 4
29/8/2021,3,0,8,13,0,1,1,Non-Member,C,60,Location 4
29/8/2021,3,0,8,14,0,1,1,Member,C,21,Location 3
29/8/2021,3,0,8,15,0,1,1,Member,C,201,Location 5
29/8/2021,3,0,8,16,0,1,1,Member,F,32,Location 3
29/8/2021,3,0,8,17,0,1,1,Member,F,85,Location 4
29/8/2021,3,0,8,18,0,1,1,Non-Member,E,39,Location 2
29/8/2021,3,0,8,19,0,1,1,Member,F,173,Location 2
29/8/2021,3,0,8,20,0,1,1,Member,F,178,Location 5
29/8/2021,3,0,8,21,0,1,1,Non-Member,B,90,Location 5
29/8/2021,3,0,8,22,0,1,1,Member,D,266,Location 3
29/8/2021,3,0,8,23,0,1,1,Member,E,50,Location 3
30/8/2021,3,0,8,0,0,2,1,Member,C,21,Location 2
30/8/2021,3,0,8,1,0,2,1,Non-Member,A,379,Location 1
30/8/2021,3,0,8,2,0,2,1,Member,C,29,Location 5
30/8/2021,3,0,8,3,0,2,1,Non-Member,E,105,Location 2
30/8/2021,3,0,8,4,0,2,1,Member,C,14,Location 5
30/8/2021,3,0,8,5,0,2,1,Member,D,256,Location 3
30/8/2021,3,0,8,6,0,2,1,Non-Member,E,28,Location 2
30/8/2021,3,0,8,7,0,2,1,Member,B,101,Location 4
30/8/2021,3,0,8,8,0,2,1,Member,D,76,Location 3
30/8/2021,3,0,8,9,0,2,1,Member,A,71,Location 4
30/8/2021,3,0,8,10,0,2,1,Non-Member,E,59,Location 5
30/8/2021,3,0,8,11,0,2,1,Non-Member,F,110,Location 5
30/8/2021,3,0,8,12,0,2,1,Member,F,156,Location 5
30/8/2021,3,0,8,13,0,2,1,Non-Member,D,215,Location 2
30/8/2021,3,0,8,14,0,2,1,Member,F,75,Location 5
30/8/2021,3,0,8,15,0,2,1,Non-Member,C,112,Location 4
30/8/2021,3,0,8,16,0,2,1,Non-Member,C,53,Location 5
30/8/2021,3,0,8,17,0,2,1,Member,C,148,Location 1
30/8/2021,3,0,8,18,0,2,1,Member,A,62,Location 1
30/8/2021,3,0,8,19,0,2,1,Non-Member,E,54,Location 5
30/8/2021,3,0,8,20,0,2,1,Member,D,284,Location 3
30/8/2021,3,0,8,21,0,2,1,Member,F,171,Location 2
30/8/2021,3,0,8,22,0,2,1,Member,D,20,Location 2
30/8/2021,3,0,8,23,0,2,1,Non-Member,D,153,Location 2
31/8/2021,3,0,8,0,0,3,1,Member,D,288,Location 1
31/8/2021,3,0,8,1,0,3,1,Member,A,44,Location 4
31/8/2021,3,0,8,2,0,3,1,Member,F,136,Location 5
31/8/2021,3,0,8,3,0,3,1,Member,B,111,Location 4
31/8/2021,3,0,8,4,0,3,1,Member,C,144,Location 2
31/8/2021,3,0,8,5,0,3,1,Member,E,337,Location 1
31/8/2021,3,0,8,6,0,3,1,Non-Member,F,76,Location 5
31/8/2021,3,0,8,7,0,3,1,Member,D,181,Location 3
31/8/2021,3,0,8,8,0,3,1,Member,C,221,Location 3
31/8/2021,3,0,8,9,0,3,1,Non-Member,A,249,Location 1
31/8/2021,3,0,8,10,0,3,1,Member,F,45,Location 4
31/8/2021,3,0,8,11,0,3,1,Non-Member,E,47,Location 5
31/8/2021,3,0,8,12,0,3,1,Member,E,101,Location 2
31/8/2021,3,0,8,13,0,3,1,Member,A,107,Location 4
31/8/2021,3,0,8,14,0,3,1,Member,C,13,Location 4
31/8/2021,3,0,8,15,0,3,1,Member,F,97,Location 4
31/8/2021,3,0,8,16,0,3,1,Member,D,42,Location 4
31/8/2021,3,0,8,17,0,3,1,Member,D,300,Location 3
31/8/2021,3,0,8,18,0,3,1,Member,D,104,Location 1
31/8/2021,3,0,8,19,0,3,1,Member,D,171,Location 3
31/8/2021,3,0,8,20,0,3,1,Member,D,86,Location 3
31/8/2021,3,0,8,21,0,3,1,Non-Member,A,9,Location 2
31/8/2021,3,0,8,22,0,3,1,Non-Member,C,154,Location 5
31/8/2021,3,0,8,23,0,3,1,Member,A,229,Location 1
1/9/2021,3,0,9,0,0,4,1,Non-Member,F,167,Location 2
1/9/2021,3,0,9,1,0,4,1,Non-Member,D,241,Location 4
1/9/2021,3,0,9,2,0,4,1,Member,B,61,Location 1
1/9/2021,3,0,9,3,0,4,1,Non-Member,F,23,Location 4
1/9/2021,3,0,9,4,0,4,1,Member,F,109,Location 1
1/9/2021,3,0,9,5,0,4,1,Member,B,180,Location 1
1/9/2021,3,0,9,6,0,4,1,Non-Member,C,199,Location 1
1/9/2021,3,0,9,7,0,4,1,Member,E,195,Location 5
1/9/2021,3,0,9,8,0,4,1,Member,F,178,Location 3
1/9/2021,3,0,9,9,0,4,1,Member,A,103,Location 2
1/9/2021,3,0,9,10,0,4,1,Non-Member,E,53,Location 3
1/9/2021,3,0,9,11,0,4,1,Member,F,117,Location 2
1/9/2021,3,0,9,12,0,4,1,Member,B,50,Location 4
1/9/2021,3,0,9,13,0,4,1,Member,C,251,Location 2
1/9/2021,3,0,9,14,0,4,1,Member,D,268,Location 2
1/9/2021,3,0,9,15,0,4,1,Non-Member,C,108,Location 2
1/9/2021,3,0,9,16,0,4,1,Member,A,167,Location 3
1/9/2021,3,0,9,17,0,4,1,Member,B,51,Location 3
1/9/2021,3,0,9,18,0,4,1,Member,C,260,Location 4
1/9/2021,3,0,9,19,0,4,1,Non-Member,C,69,Location 4
1/9/2021,3,0,9,20,0,4,1,Non-Member,C,23,Location 5
1/9/2021,3,0,9,21,0,4,1,Member,F,233,Location 5
1/9/2021,3,0,9,22,0,4,1,Member,A,222,Location 2
1/9/2021,3,0,9,23,0,4,1,Member,C,29,Location 2
2/9/2021,3,0,9,0,0,5,1,Member,C,39,Location 1
2/9/2021,3,0,9,1,0,5,1,Member,B,42,Location 1
2/9/2021,3,0,9,2,0,5,1,Non-Member,F,39,Location 1
2/9/2021,3,0,9,3,0,5,1,Member,A,27,Location 1
2/9/2021,3,0,9,4,0,5,1,Member,E,175,Location 1
2/9/2021,3,0,9,5,0,5,1,Member,A,30,Location 3
2/9/2021,3,0,9,6,0,5,1,Member,F,210,Location 5
2/9/2021,3,0,9,7,0,5,1,Member,F,88,Location 3
2/9/2021,3,0,9,8,0,5,1,Member,B,141,Location 4
2/9/2021,3,0,9,9,0,5,1,Member,B,255,Location 4
2/9/2021,3,0,9,10,0,5,1,Member,F,178,Location 1
2/9/2021,3,0,9,11,0,5,1,Member,C,228,Location 3
2/9/2021,3,0,9,12,0,5,1,Member,F,7,Location 5
2/9/2021,3,0,9,13,0,5,1,Member,A,147,Location 2
2/9/2021,3,0,9,14,0,5,1,Member,D,202,Location 2
2/9/2021,3,0,9,15,0,5,1,Member,D,78,Location 1
2/9/2021,3,0,9,16,0,5,1,Non-Member,B,32,Location 4
2/9/2021,3,0,9,17,0,5,1,Member,D,32,Location 3
2/9/2021,3,0,9,18,0,5,1,Non-Member,F,35,Location 1
2/9/2021,3,0,9,19,0,5,1,Member,D,92,Location 3
2/9/2021,3,0,9,20,0,5,1,Member,D,275,Location 4
2/9/2021,3,0,9,21,0,5,1,Member,C,6,Location 1
2/9/2021,3,0,9,22,0,5,1,Non-Member,F,138,Location 2
2/9/2021,3,0,9,23,0,5,1,Non-Member,C,225,Location 3
3/9/2021,3,0,9,0,0,6,0,Member,F,43,Location 5
3/9/2021,3,0,9,1,0,6,0,Member,F,42,Location 1
3/9/2021,3,0,9,2,0,6,0,Member,C,276,Location 4
3/9/2021,3,0,9,3,0,6,0,Non-Member,D,170,Location 1
3/9/2021,3,0,9,4,0,6,0,Non-Member,C,172,Location 4
3/9/2021,3,0,9,5,0,6,0,Member,A,258,Location 1
3/9/2021,3,0,9,6,0,6,0,Non-Member,C,134,Location 2
3/9/2021,3,0,9,7,0,6,0,Member,C,152,Location 5
3/9/2021,3,0,9,8,0,6,0,Member,D,32,Location 5
3/9/2021,3,0,9,9,0,6,0,Member,F,174,Location 5
3/9/2021,3,0,9,10,0,6,0,Non-Member,D,101,Location 4
3/9/2021,3,0,9,11,0,6,0,Member,D,203,Location 1
3/9/2021,3,0,9,12,0,6,0,Member,C,239,Location 4
3/9/2021,3,0,9,13,0,6,0,Non-Member,C,247,Location 2
3/9/2021,3,0,9,14,0,6,0,Member,B,104,Location 4
3/9/2021,3,0,9,15,0,6,0,Member,C,175,Location 3
3/9/2021,3,0,9,16,0,6,0,Member,F,253,Location 4
3/9/2021,3,0,9,17,0,6,0,Non-Member,A,282,Location 5
3/9/2021,3,0,9,18,0,6,0,Member,D,289,Location 2
3/9/2021,3,0,9,19,0,6,0,Member,E,14,Location 3
3/9/2021,3,0,9,20,0,6,0,Non-Member,A,254,Location 5
3/9/2021,3,0,9,21,0,6,0,Member,C,133,Location 1
3/9/2021,3,0,9,22,0,6,0,Member,C,151,Location 3
3/9/2021,3,0,9,23,0,6,0,Non-Member,D,3,Location 1
4/9/2021,3,0,9,0,0,0,0,Member,C,35,Location 4
4/9/2021,3,0,9,1,0,0,0,Member,C,96,Location 1
4/9/2021,3,0,9,2,0,0,0,Non-Member,D,99,Location 1
4/9/2021,3,0,9,3,0,0,0,Member,A,87,Location 5
4/9/2021,3,0,9,4,0,0,0,Member,E,48,Location 4
4/9/2021,3,0,9,5,0,0,0,Non-Member,D,80,Location 4
4/9/2021,3,0,9,6,0,0,0,Non-Member,D,89,Location 2
4/9/2021,3,0,9,7,0,0,0,Member,F,67,Location 4
4/9/2021,3,0,9,8,0,0,0,Member,A,125,Location 1
4/9/2021,3,0,9,9,0,0,0,Member,F,15,Location 1
4/9/2021,3,0,9,10,0,0,0,Member,D,96,Location 5
4/9/2021,3,0,9,11,0,0,0,Non-Member,F,119,Location 5
4/9/2021,3,0,9,12,0,0,0,Member,A,49,Location 5
4/9/2021,3,0,9,13,0,0,0,Member,F,26,Location 3
4/9/2021,3,0,9,14,0,0,0,Member,F,55,Location 5
4/9/2021,3,0,9,15,0,0,0,Member,A,34,Location 4
4/9/2021,3,0,9,16,0,0,0,Non-Member,D,56,Location 5
4/9/2021,3,0,9,17,0,0,0,Non-Member,D,99,Location 4
4/9/2021,3,0,9,18,0,0,0,Member,C,108,Location 2
4/9/2021,3,0,9,19,0,0,0,Member,F,68,Location 3
4/9/2021,3,0,9,20,0,0,0,Member,A,104,Location 4
4/9/2021,3,0,9,21,0,0,0,Member,F,46,Location 1
4/9/2021,3,0,9,22,0,0,0,Member,D,109,Location 4
4/9/2021,3,0,9,23,0,0,0,Member,E,113,Location 2
5/9/2021,3,0,9,0,1,1,0,Member,A,183,Location 5
5/9/2021,3,0,9,1,1,1,0,Member,F,184,Location 3
5/9/2021,3,0,9,2,1,1,0,Member,B,45,Location 4
5/9/2021,3,0,9,3,1,1,0,Non-Member,D,60,Location 4
5/9/2021,3,0,9,4,1,1,0,Member,A,106,Location 5
5/9/2021,3,0,9,5,1,1,0,Non-Member,B,333,Location 1
5/9/2021,3,0,9,6,1,1,0,Member,D,25,Location 5
5/9/2021,3,0,9,7,1,1,0,Non-Member,E,15,Location 5
5/9/2021,3,0,9,8,1,1,0,Member,D,183,Location 1
5/9/2021,3,0,9,9,1,1,0,Member,D,253,Location 3
5/9/2021,3,0,9,10,1,1,0,Member,F,79,Location 4
5/9/2021,3,0,9,11,1,1,0,Member,B,60,Location 5
5/9/2021,3,0,9,12,1,1,0,Member,C,112,Location 2
5/9/2021,3,0,9,13,1,1,0,Non-Member,D,46,Location 4
5/9/2021,3,0,9,14,1,1,0,Member,C,14,Location 3
5/9/2021,3,0,9,15,1,1,0,Member,D,157,Location 3
5/9/2021,3,0,9,16,1,1,0,Member,D,319,Location 1
5/9/2021,3,0,9,17,1,1,0,Member,D,162,Location 2
5/9/2021,3,0,9,18,1,1,0,Non-Member,A,56,Location 1
5/9/2021,3,0,9,19,1,1,0,Member,E,34,Location 3
5/9/2021,3,0,9,20,1,1,0,Member,D,198,Location 5
5/9/2021,3,0,9,21,1,1,0,Member,B,223,Location 3
5/9/2021,3,0,9,22,1,1,0,Non-Member,C,32,Location 1
5/9/2021,3,0,9,23,1,1,0,Member,A,216,Location 5
6/9/2021,3,0,9,0,0,2,1,Member,F,42,Location 1
6/9/2021,3,0,9,2,0,2,1,Member,E,7,Location 3
6/9/2021,3,0,9,3,0,2,1,Member,D,217,Location 5
6/9/2021,3,0,9,4,0,2,1,Non-Member,B,182,Location 3
6/9/2021,3,0,9,5,0,2,1,Member,D,95,Location 5
6/9/2021,3,0,9,6,0,2,1,Member,F,58,Location 2
6/9/2021,3,0,9,7,0,2,1,Non-Member,C,5,Location 5
6/9/2021,3,0,9,8,0,2,1,Member,D,97,Location 4
6/9/2021,3,0,9,9,0,2,1,Member,F,100,Location 2
6/9/2021,3,0,9,10,0,2,1,Non-Member,C,128,Location 5
6/9/2021,3,0,9,11,0,2,1,Non-Member,D,64,Location 2
6/9/2021,3,0,9,12,0,2,1,Non-Member,C,49,Location 3
6/9/2021,3,0,9,13,0,2,1,Member,D,61,Location 4
6/9/2021,3,0,9,14,0,2,1,Member,A,141,Location 5
6/9/2021,3,0,9,15,0,2,1,Member,D,183,Location 3
6/9/2021,3,0,9,16,0,2,1,Non-Member,E,92,Location 4
6/9/2021,3,0,9,17,0,2,1,Member,F,144,Location 2
6/9/2021,3,0,9,18,0,2,1,Member,D,77,Location 4
6/9/2021,3,0,9,19,0,2,1,Non-Member,C,144,Location 2
6/9/2021,3,0,9,20,0,2,1,Non-Member,D,6,Location 5
6/9/2021,3,0,9,21,0,2,1,Member,B,7,Location 5
6/9/2021,3,0,9,22,0,2,1,Non-Member,C,164,Location 5
6/9/2021,3,0,9,23,0,2,1,Member,A,72,Location 4
7/9/2021,3,0,9,0,0,3,1,Non-Member,C,135,Location 5
7/9/2021,3,0,9,1,0,3,1,Non-Member,C,146,Location 2
7/9/2021,3,0,9,2,0,3,1,Non-Member,B,213,Location 3
7/9/2021,3,0,9,3,0,3,1,Non-Member,F,196,Location 1
7/9/2021,3,0,9,4,0,3,1,Member,E,160,Location 5
7/9/2021,3,0,9,5,0,3,1,Non-Member,D,118,Location 2
7/9/2021,3,0,9,6,0,3,1,Non-Member,C,148,Location 5
7/9/2021,3,0,9,7,0,3,1,Member,F,66,Location 4
7/9/2021,3,0,9,8,0,3,1,Non-Member,C,25,Location 5
7/9/2021,3,0,9,9,0,3,1,Member,D,213,Location 1
7/9/2021,3,0,9,10,0,3,1,Member,E,36,Location 3
7/9/2021,3,0,9,11,0,3,1,Member,C,124,Location 2
7/9/2021,3,0,9,12,0,3,1,Member,D,259,Location 3
7/9/2021,3,0,9,13,0,3,1,Non-Member,B,100,Location 4
7/9/2021,3,0,9,14,0,3,1,Member,A,139,Location 2
7/9/2021,3,0,9,15,0,3,1,Non-Member,F,249,Location 1
7/9/2021,3,0,9,16,0,3,1,Non-Member,D,87,Location 3
7/9/2021,3,0,9,17,0,3,1,Non-Member,F,34,Location 1
7/9/2021,3,0,9,18,0,3,1,Member,F,128,Location 1
7/9/2021,3,0,9,19,0,3,1,Member,F,375,Location 1
7/9/2021,3,0,9,20,0,3,1,Non-Member,B,363,Location 1
7/9/2021,3,0,9,21,0,3,1,Member,A,97,Location 3
7/9/2021,3,0,9,22,0,3,1,Member,C,25,Location 2
7/9/2021,3,0,9,23,0,3,1,Member,D,266,Location 1
8/9/2021,3,0,9,0,0,4,1,Member,F,168,Location 3
8/9/2021,3,0,9,1,0,4,1,Member,B,213,Location 4
8/9/2021,3,0,9,3,0,4,1,Member,F,88,Location 2
8/9/2021,3,0,9,4,0,4,1,Member,B,229,Location 3
8/9/2021,3,0,9,5,0,4,1,Member,A,49,Location 2
8/9/2021,3,0,9,6,0,4,1,Non-Member,F,271,Location 2
8/9/2021,3,0,9,7,0,4,1,Member,B,59,Location 2
8/9/2021,3,0,9,8,0,4,1,Member,F,59,Location 1
8/9/2021,3,0,9,9,0,4,1,Member,F,53,Location 5
8/9/2021,3,0,9,10,0,4,1,Non-Member,A,113,Location 5
8/9/2021,3,0,9,11,0,4,1,Non-Member,C,108,Location 1
8/9/2021,3,0,9,12,0,4,1,Non-Member,F,27,Location 2
8/9/2021,3,0,9,13,0,4,1,Member,D,68,Location 2
8/9/2021,3,0,9,14,0,4,1,Member,D,260,Location 2
8/9/2021,3,0,9,15,0,4,1,Non-Member,F,132,Location 5
8/9/2021,3,0,9,16,0,4,1,Member,A,117,Location 5
8/9/2021,3,0,9,17,0,4,1,Member,C,230,Location 4
8/9/2021,3,0,9,18,0,4,1,Member,F,80,Location 5
8/9/2021,3,0,9,19,0,4,1,Member,D,163,Location 4
8/9/2021,3,0,9,20,0,4,1,Member,D,265,Location 4
8/9/2021,3,0,9,21,0,4,1,Member,D,47,Location 5
8/9/2021,3,0,9,22,0,4,1,Member,C,89,Location 5
8/9/2021,3,0,9,23,0,4,1,Non-Member,F,241,Location 4
9/9/2021,3,0,9,0,0,5,1,Member,D,132,Location 3
9/9/2021,3,0,9,1,0,5,1,Member,D,267,Location 5
9/9/2021,3,0,9,2,0,5,1,Member,D,49,Location 1
9/9/2021,3,0,9,3,0,5,1,Non-Member,C,65,Location 1
9/9/2021,3,0,9,4,0,5,1,Member,F,85,Location 2
9/9/2021,3,0,9,5,0,5,1,Member,B,12,Location 5
9/9/2021,3,0,9,6,0,5,1,Member,D,157,Location 3
9/9/2021,3,0,9,7,0,5,1,Non-Member,C,23,Location 4
9/9/2021,3,0,9,8,0,5,1,Member,F,261,Location 1
9/9/2021,3,0,9,9,0,5,1,Non-Member,C,51,Location 2
9/9/2021,3,0,9,10,0,5,1,Member,D,254,Location 2
9/9/2021,3,0,9,11,0,5,1,Member,A,133,Location 4
9/9/2021,3,0,9,12,0,5,1,Non-Member,A,199,Location 3
9/9/2021,3,0,9,13,0,5,1,Member,B,218,Location 1
9/9/2021,3,0,9,14,0,5,1,Member,B,225,Location 3
9/9/2021,3,0,9,15,0,5,1,Member,B,273,Location 2
